,AUC,Percent Change,Difference
TS,0.8887745000000001,0.0,0.42659592628479004
SP1,0.88528825,0.0,0.2029891014099121
SPTS,0.8886175000000002,0.0,0.4416489601135254
SPU,0.882889,0.5705000162124634,0.038496971130371094
