,NLL,ECE10,ECE15,ECE20
TS,1.2607927322387695,0.03497733548283577,0.04159962385892868,0.04138976335525513
SP1,1.2257463932037354,0.03087986260652542,0.041199490427970886,0.03960256651043892
SPTS,1.2448713779449463,0.03059723973274231,0.035730041563510895,0.031915225088596344
SPU,1.225282073020935,0.030592918395996094,0.03695065900683403,0.038188401609659195
