,AUC,Percent Change,Difference
TS,0.8872965,0.0,0.6649386882781982
SP1,0.8842682500000001,0.0,0.3468902111053467
SPTS,0.8869330000000001,0.0,0.683274507522583
SPU,0.8840255,0.050999999046325684,0.2806081771850586
