,AUC,Percent Change,Difference
TS,0.9140892500000001,0.0,0.6178445816040039
SP1,0.9078005000000001,0.0,0.3166224956512451
SPTS,0.913914,0.0,0.6268112659454346
SPU,0.90766175,0.0,0.31087636947631836
