,AUC,Percent Change,Difference
TS,0.92327925,0.0,0.6986396312713623
SP1,0.918296,0.0,0.35638427734375
SPTS,0.92319,0.0,0.7052102088928223
SPU,0.9170127500000002,0.0005000000237487257,0.28995370864868164
