,AUC,Percent Change,Difference
TS,0.9227130000000001,0.0,0.3958592414855957
SP1,0.9197430000000001,0.0,0.168426513671875
SPTS,0.9226435000000001,0.0,0.40700411796569824
SPU,0.91705,0.7459999918937683,-0.036017417907714844
