,NLL,ECE10,ECE15,ECE20
TS,1.278141736984253,0.03738170862197876,0.05180933326482773,0.04569864273071289
SP1,1.2404000759124756,0.019363753497600555,0.025726504623889923,0.02979792095720768
SPTS,1.2535828351974487,0.022405555471777916,0.03223015367984772,0.03357084468007088
SPU,1.2335244417190552,0.0181979238986969,0.024356024339795113,0.022500304505228996
