,AUC,Percent Change,Difference
TS,0.92288875,0.0,0.4037191867828369
SP1,0.9194145,0.0,0.16887950897216797
SPTS,0.9227905,0.0,0.41635560989379883
SPU,0.91599075,0.746999979019165,-0.03900432586669922
