,AUC,Percent Change,Difference
TS,0.929094,0.0,0.3701460361480713
SP1,0.92450975,0.0,0.14697265625
SPTS,0.929014125,0.0,0.37811875343322754
SPU,0.922067,0.4244999885559082,0.047528743743896484
