,AUC,Percent Change,Difference
TS,0.91241925,0.0,0.3760831356048584
SP1,0.9080431250000001,0.0,0.16079092025756836
SPTS,0.91226925,0.0,0.38622260093688965
SPU,0.9059906249999999,0.3100000023841858,0.07312202453613281
