,AUC,Percent Change,Difference
TS,0.9192960000000001,0.0,0.4451158046722412
SP1,0.9152556249999999,0.0,0.18453431129455566
SPTS,0.9191402500000001,0.0,0.45776987075805664
SPU,0.9118240000000001,0.7269999980926514,-0.030864953994750977
