,AUC,Percent Change,Difference
TS,0.88470275,0.0,0.6451163291931152
SP1,0.882466,0.0,0.38671374320983887
SPTS,0.8846465,0.0,0.6526927947998047
SPU,0.88213925,0.0,0.35279059410095215
