,AUC,Percent Change,Difference
TS,0.914768625,0.0,0.6448934078216553
SP1,0.91267925,0.0,0.36287999153137207
SPTS,0.9147642500000002,0.0,0.649399995803833
SPU,0.9121833750000001,0.0,0.31894731521606445
