,AUC,Percent Change,Difference
TS,0.89345525,0.0,0.32335448265075684
SP1,0.891793,0.0,0.14750099182128906
SPTS,0.89361925,0.0,0.3471662998199463
SPU,0.88951775,0.7540000081062317,-0.07194781303405762
