,AUC,Percent Change,Difference
TS,0.8889955,0.0,0.32198667526245117
SP1,0.8875160000000001,0.0,0.13997387886047363
SPTS,0.8891239999999999,0.0,0.34564661979675293
SPU,0.885704,0.765500009059906,-0.08806729316711426
