,AUC,Percent Change,Difference
TS,0.8741135,0.0,0.3468940258026123
SP1,0.8719752500000001,0.0,0.1634387969970703
SPTS,0.8741415,0.0,0.3755321502685547
SPU,0.8695835000000001,0.7085000276565552,-0.06357550621032715
