,NLL,ECE10,ECE15,ECE20
TS,1.1769214868545532,0.03238138183951378,0.036240868270397186,0.03650452196598053
SP1,1.1584064960479736,0.02504540979862213,0.023406406864523888,0.03373316675424576
SPTS,1.1682720184326172,0.02627817541360855,0.030149037018418312,0.030006015673279762
SPU,1.152492880821228,0.01853156089782715,0.025733977556228638,0.028786029666662216
