,AUC,Percent Change,Difference
TS,0.9038649999999999,0.0,1.1269161701202393
SP1,0.8936636250000001,0.0,0.6545920372009277
SPTS,0.9037145,0.0,1.139854907989502
SPU,0.8920515,0.0,0.590022087097168
