,AUC,Percent Change,Difference
TS,0.9070682499999999,0.0,0.36020565032958984
SP1,0.9056,0.0,0.16115975379943848
SPTS,0.90706875,0.0,0.3756885528564453
SPU,0.9047915,0.2939999997615814,0.06701517105102539
