,AUC,Percent Change,Difference
TS,0.88445925,0.0,0.9527380466461182
SP1,0.8738805,0.0,0.5209927558898926
SPTS,0.8843838750000002,0.0,0.9715814590454102
SPU,0.8724617499999999,0.0,0.4662919044494629
