,AUC,Percent Change,Difference
TS,0.92195225,0.0,0.4643425941467285
SP1,0.9185542499999999,0.0,0.20712590217590332
SPTS,0.9218105000000001,0.0,0.4763031005859375
SPU,0.91592275,0.6434999704360962,0.014530181884765625
