,AUC,Percent Change,Difference
TS,0.8950897500000001,0.0,0.4963250160217285
SP1,0.89097775,0.0,0.23929500579833984
SPTS,0.8949079999999999,0.0,0.5135166645050049
SPU,0.8884067499999999,0.5295000076293945,0.06355690956115723
