,NLL,ECE10,ECE15,ECE20
TS,1.2084563970565796,0.02140924707055092,0.029880281537771225,0.03388139232993126
SP1,1.1966325044631958,0.025364577770233154,0.02858896553516388,0.025383390486240387
SPTS,1.20050048828125,0.02651282772421837,0.03108200989663601,0.033612463623285294
SPU,1.1969612836837769,0.023249004036188126,0.025868937373161316,0.024317748844623566
