,NLL,ECE10,ECE15,ECE20
TS,1.1696442365646362,0.020256120711565018,0.021526601165533066,0.024775423109531403
SP1,1.1566271781921387,0.02115648053586483,0.02629007026553154,0.02473200485110283
SPTS,1.1640574932098389,0.017142755910754204,0.02222393825650215,0.02584516629576683
SPU,1.1558196544647217,0.01713293418288231,0.02174738608300686,0.02613469399511814
