,NLL,ECE10,ECE15,ECE20
TS,1.2598613500595093,0.03987526148557663,0.04050402715802193,0.043130405247211456
SP1,1.228359580039978,0.027754442766308784,0.02736215479671955,0.0352148711681366
SPTS,1.2414480447769165,0.026095043867826462,0.02652457170188427,0.027585025876760483
SPU,1.2234622240066528,0.018085215240716934,0.02690723165869713,0.031303029507398605
