,AUC,Percent Change,Difference
TS,0.866803,0.0,1.09145188331604
SP1,0.858932,0.0,0.6625461578369141
SPTS,0.8663495000000001,0.0,1.1117396354675293
SPU,0.85833675,0.0,0.6185216903686523
