,NLL,ECE10,ECE15,ECE20
TS,1.1379128694534302,0.02962581440806389,0.035672858357429504,0.0406070351600647
SP1,1.1222928762435913,0.02425909787416458,0.02174033410847187,0.02797122299671173
SPTS,1.1267919540405273,0.01661439798772335,0.021429013460874557,0.02484074793756008
SPU,1.1209492683410645,0.01895562931895256,0.018387937918305397,0.02238265611231327
