,AUC,Percent Change,Difference
TS,0.8908337500000001,0.0,0.42546844482421875
SP1,0.8866056250000001,0.0,0.1885666847229004
SPTS,0.89060925,0.0,0.4429588317871094
SPU,0.8833536249999999,0.6389999985694885,0.0020513534545898438
