,AUC,Percent Change,Difference
TS,0.884404,0.0,0.39929723739624023
SP1,0.88232725,0.0,0.1792314052581787
SPTS,0.8846534999999999,0.0,0.4224092960357666
SPU,0.88038875,0.6754999756813049,-0.024565696716308594
