,AUC,Percent Change,Difference
TS,0.8622787500000001,0.0,0.4204385280609131
SP1,0.8595225000000001,0.0,0.20027375221252441
SPTS,0.8622678750000001,0.0,0.4472813606262207
SPU,0.857901,0.590499997138977,0.013784408569335938
