,AUC,Percent Change,Difference
TS,0.89095925,0.0,0.43227100372314453
SP1,0.886508,0.0,0.19020748138427734
SPTS,0.89083075,0.0,0.45034193992614746
SPU,0.88277,0.6504999995231628,-0.0048601627349853516
