,AUC,Percent Change,Difference
TS,0.89531925,0.0,0.6838099956512451
SP1,0.890622,0.0,0.37694239616394043
SPTS,0.8950640000000001,0.0,0.6953892707824707
SPU,0.8897525,0.014999999664723873,0.3199348449707031
