,AUC,Percent Change,Difference
TS,0.89330775,0.0,0.32248687744140625
SP1,0.8918255000000002,0.0,0.14612126350402832
SPTS,0.893468875,0.0,0.34343457221984863
SPU,0.88975275,0.7544999718666077,-0.06715607643127441
