,AUC,Percent Change,Difference
TS,0.87764925,0.0,0.3462831974029541
SP1,0.8757722499999999,0.0,0.16230344772338867
SPTS,0.87760125,0.0,0.37039685249328613
SPU,0.8740640000000001,0.6725000143051147,-0.031182050704956055
