,AUC,Percent Change,Difference
TS,0.89810525,0.0,0.3268747329711914
SP1,0.8965734999999999,0.0,0.14383196830749512
SPTS,0.89825175,0.0,0.34772658348083496
SPU,0.8946505,0.753000020980835,-0.0654287338256836
