,AUC,Percent Change,Difference
TS,0.9363629999999998,0.0,0.533616304397583
SP1,0.9312312500000001,0.0,0.2432880401611328
SPTS,0.93636325,0.0,0.5382404327392578
SPU,0.9309675000000001,0.0,0.23102092742919922
