,AUC,Percent Change,Difference
TS,0.9155072499999999,0.0,0.9248065948486328
SP1,0.90518,0.0,0.48348188400268555
SPTS,0.915219,0.0,0.9363327026367188
SPU,0.9039335000000001,0.0,0.43392062187194824
