,AUC,Percent Change,Difference
TS,0.9283902500000001,0.0,0.35597681999206543
SP1,0.9256737500000001,0.0,0.14458942413330078
SPTS,0.928361,0.0,0.3689274787902832
SPU,0.92383775,0.4650000035762787,0.029732942581176758
