,AUC,Percent Change,Difference
TS,0.9166195,0.0,0.6952037811279297
SP1,0.91149325,0.0,0.36075353622436523
SPTS,0.916566,0.0,0.7019708156585693
SPU,0.9101195000000001,0.0010000000474974513,0.29071569442749023
