,AUC,Percent Change,Difference
TS,0.9411160000000001,0.0,0.575589656829834
SP1,0.93393525,0.0,0.2547152042388916
SPTS,0.9410505,0.0,0.5808572769165039
SPU,0.9335927500000002,0.0,0.24200749397277832
