,AUC,Percent Change,Difference
TS,0.8918898749999999,0.0,0.4243509769439697
SP1,0.8881209999999999,0.0,0.19225764274597168
SPTS,0.8916365,0.0,0.4423205852508545
SPU,0.8852705,0.6330000162124634,0.0011737346649169922
