,NLL,ECE10,ECE15,ECE20
TS,1.2125312089920044,0.019311755895614624,0.01935366354882717,0.03152349963784218
SP1,1.2034498453140259,0.026357023045420647,0.035849060863256454,0.03368718549609184
SPTS,1.2069091796875,0.020682383328676224,0.026519767940044403,0.030349258333444595
SPU,1.2034611701965332,0.02676970139145851,0.03655724599957466,0.035364195704460144
