,AUC,Percent Change,Difference
TS,0.9113359999999999,0.0,0.3615598678588867
SP1,0.90758625,0.0,0.13828206062316895
SPTS,0.9111695,0.0,0.37179040908813477
SPU,0.9055745,0.47999998927116394,0.03638029098510742
