,AUC,Percent Change,Difference
TS,0.86405575,0.0,0.41506385803222656
SP1,0.8615167500000002,0.0,0.19876623153686523
SPTS,0.8639356250000001,0.0,0.4429302215576172
SPU,0.860004875,0.6014999747276306,0.005112886428833008
