,NLL,ECE10,ECE15,ECE20
TS,1.304349660873413,0.041538894176483154,0.046275828033685684,0.047684088349342346
SP1,1.2734216451644897,0.042244065552949905,0.0440049022436142,0.04593876004219055
SPTS,1.291283369064331,0.03432823717594147,0.03692740201950073,0.042846277356147766
SPU,1.2720067501068115,0.03858361765742302,0.04269232228398323,0.04626738280057907
