,AUC,Percent Change,Difference
TS,0.89618025,0.0,0.32133984565734863
SP1,0.89408825,0.0,0.14033865928649902
SPTS,0.896285875,0.0,0.34566736221313477
SPU,0.8912385000000002,0.7904999852180481,-0.1076962947845459
