,AUC,Percent Change,Difference
TS,0.9099234999999999,0.0,0.3636951446533203
SP1,0.9075332500000002,0.0,0.15542364120483398
SPTS,0.90991175,0.0,0.3703498840332031
SPU,0.906937,0.03700000047683716,0.11125040054321289
