,AUC,Percent Change,Difference
TS,0.868185,0.0,0.34411001205444336
SP1,0.86633025,0.0,0.16121792793273926
SPTS,0.8681468750000001,0.0,0.36849188804626465
SPU,0.864563,0.6890000104904175,-0.044652700424194336
