,NLL,ECE10,ECE15,ECE20
TS,1.2306562662124634,0.04760270565748215,0.04479597881436348,0.054553236812353134
SP1,1.2053033113479614,0.02509615197777748,0.03857961669564247,0.032943468540906906
SPTS,1.214435338973999,0.030437948182225227,0.02680976688861847,0.038258668035268784
SPU,1.1975194215774536,0.019324349239468575,0.03199569508433342,0.02759169414639473
