,AUC,Percent Change,Difference
TS,0.922924,0.0,0.40041208267211914
SP1,0.91959875,0.0,0.16975736618041992
SPTS,0.92287875,0.0,0.41167736053466797
SPU,0.91640675,0.7300000190734863,-0.027792930603027344
