,NLL,ECE10,ECE15,ECE20
TS,1.2918272018432617,0.02993049845099449,0.03355052322149277,0.037096381187438965
SP1,1.2701706886291504,0.027165424078702927,0.03019430860877037,0.03320328891277313
SPTS,1.2796039581298828,0.019427590072155,0.026578178629279137,0.027932601049542427
SPU,1.2660808563232422,0.026771826669573784,0.035883624106645584,0.03059006668627262
