,NLL,ECE10,ECE15,ECE20
TS,1.2096401453018188,0.026841167360544205,0.028759701177477837,0.03321266546845436
SP1,1.1940224170684814,0.019315842539072037,0.02355939708650112,0.028109079226851463
SPTS,1.20087468624115,0.017691442742943764,0.020342662930488586,0.020659729838371277
SPU,1.1933931112289429,0.02192022278904915,0.021787332370877266,0.025182083249092102
