,NLL,ECE10,ECE15,ECE20
TS,1.2744927406311035,0.040590763092041016,0.03712279722094536,0.043268509209156036
SP1,1.2434083223342896,0.014170747250318527,0.02192620374262333,0.02186315506696701
SPTS,1.2539939880371094,0.016913410276174545,0.027193952351808548,0.02570444904267788
SPU,1.241075038909912,0.010711992159485817,0.0204192902892828,0.017386209219694138
