,AUC,Percent Change,Difference
TS,0.9133632500000001,0.0,0.579702615737915
SP1,0.90768325,0.0,0.26058077812194824
SPTS,0.91321375,0.0,0.5947690010070801
SPU,0.9075664999999999,0.0,0.25509214401245117
