,NLL,ECE10,ECE15,ECE20
TS,1.095188021659851,0.019585175439715385,0.023263314738869667,0.026854928582906723
SP1,1.09184992313385,0.026293223723769188,0.030381986871361732,0.03229817375540733
SPTS,1.09397292137146,0.029968515038490295,0.031869739294052124,0.03179701790213585
SPU,1.091559648513794,0.025950182229280472,0.031327493488788605,0.030369706451892853
