,NLL,ECE10,ECE15,ECE20
TS,1.2176798582077026,0.036826878786087036,0.04393884539604187,0.04676467925310135
SP1,1.182458519935608,0.023159503936767578,0.029347801581025124,0.03288262337446213
SPTS,1.199203610420227,0.02717556431889534,0.036295730620622635,0.04195370152592659
SPU,1.1814427375793457,0.026800114661455154,0.032365817576646805,0.03151120990514755
