,AUC,Percent Change,Difference
TS,0.8856550000000001,0.0,0.8380508422851562
SP1,0.88034375,0.0,0.47847890853881836
SPTS,0.885726,0.0,0.860013484954834
SPU,0.878997,0.020999999716877937,0.3931009769439697
