,AUC,Percent Change,Difference
TS,0.93405675,0.0,0.3618896007537842
SP1,0.93163425,0.0,0.1392350196838379
SPTS,0.9340637500000001,0.0,0.3667418956756592
SPU,0.93122825,0.0005000000237487257,0.10748696327209473
