,NLL,ECE10,ECE15,ECE20
TS,1.259850263595581,0.04303264617919922,0.04515818879008293,0.052819084376096725
SP1,1.2208635807037354,0.039769019931554794,0.042954012751579285,0.04305693507194519
SPTS,1.2472928762435913,0.03362765163183212,0.035443954169750214,0.041206493973731995
SPU,1.2183432579040527,0.03681912273168564,0.039786603301763535,0.04171450063586235
