,AUC,Percent Change,Difference
TS,0.9186192499999999,0.0,0.3960106372833252
SP1,0.9153715000000001,0.0,0.17214202880859375
SPTS,0.9185570000000001,0.0,0.4083571434020996
SPU,0.9119715,0.7494999766349792,-0.04088878631591797
