,NLL,ECE10,ECE15,ECE20
TS,1.196282982826233,0.0318160317838192,0.031813837587833405,0.03514810651540756
SP1,1.17386794090271,0.022335201501846313,0.02864128164947033,0.031263649463653564
SPTS,1.180821418762207,0.018300030380487442,0.021260574460029602,0.02855437435209751
SPU,1.1739667654037476,0.022729991003870964,0.027707017958164215,0.03100348636507988
