,AUC,Percent Change,Difference
TS,0.9194330000000001,0.0,0.6680240631103516
SP1,0.915807,0.0,0.3314814567565918
SPTS,0.9193802499999999,0.0,0.6794812679290771
SPU,0.9147207500000001,0.013000000268220901,0.24616575241088867
