,AUC,Percent Change,Difference
TS,0.8877575000000001,0.0,0.6481478214263916
SP1,0.885256,0.0,0.34638452529907227
SPTS,0.8874229999999999,0.0,0.6655511856079102
SPU,0.8851289999999999,0.04450000077486038,0.2844429016113281
