,NLL,ECE10,ECE15,ECE20
TS,1.1562038660049438,0.041614823043346405,0.04498916491866112,0.04483786225318909
SP1,1.1215792894363403,0.02057376131415367,0.02667848765850067,0.03265403211116791
SPTS,1.1472336053848267,0.033705953508615494,0.03889030963182449,0.03518873080611229
SPU,1.1192103624343872,0.018726330250501633,0.0209575816988945,0.027924949303269386
